#Table1
u,g,r,i,z,class,redshift,plate,mjd,fiberid
18.25781,17.28314,16.90371,16.57761,16.38593,GALAXY,0.05550607,343,51692,132
18.93305,17.64034,17.05499,16.6972,16.45897,GALAXY,0.05585171,2951,54592,614
17.62742,16.54528,16.19642,15.99501,15.85831,GALAXY,0.04008022,1822,53172,639
17.28039,15.85707,15.29238,15.07349,14.98187,STAR,0.0002008513,2177,54557,195
19.26241,17.45246,16.53614,16.08035,15.76756,GALAXY,0.08830296,1692,53473,480
18.32093,16.39997,15.50231,15.06651,14.73359,GALAXY,0.06047758,1659,53224,362
18.88516,17.24006,16.58187,16.32741,16.18926,STAR,-0.0003575304,2808,54524,207
19.40213,19.19707,19.05142,19.08714,19.04029,QSO,0.9495226,1571,53174,568
16.37077,16.1159,16.39752,16.66814,16.91301,STAR,7.641435E-05,5013,55723,5
17.67604,17.97713,18.48958,18.80815,19.20882,STAR,-0.0002279488,4070,55681,510
18.77862,16.75358,15.72645,15.27681,14.90653,GALAXY,0.1006202,977,52410,197
18.00125,16.84399,16.38938,16.20135,16.07415,GALAXY,0.01686995,2523,54572,631
18.58566,16.93406,16.14058,15.7505,15.43156,GALAXY,0.035905,2970,54589,233
19.37154,18.12041,17.53772,17.2515,17.30352,STAR,-0.0004000841,343,51692,503
19.3045,19.60934,20.02985,20.32043,20.35528,QSO,1.462861,977,52410,261
17.30311,15.64378,15.04094,14.84408,14.77214,STAR,1.716043E-05,2808,54524,40
16.38629,15.2031,15.97835,14.24678,13.98775,STAR,0.0002786239,2177,54557,194
19.47509,19.04097,18.69079,18.71052,18.7463,QSO,1.148635,4180,55679,643
19.36193,19.06218,19.13685,19.0631,19.11251,QSO,0.6081328,2970,54589,464
17.58589,16.29186,15.7248,15.39522,15.14788,GALAXY,0.03572446,2970,54589,273
18.21982,18.09218,18.01437,17.91448,17.5024,QSO,0.3802055,2530,53881,554
18.78289,17.67433,17.20802,17.00364,16.9062,STAR,-0.0004586852,3426,54977,127
19.55342,18.26035,17.51077,17.10071,16.83257,GALAXY,0.09958752,2529,54585,83
19.11483,18.67407,18.5162,18.29861,18.16791,QSO,0.7377562,2529,54585,592
18.54502,17.29853,17.21279,17.28054,17.16736,STAR,-0.0004206067,3426,54977,595
18.77607,17.27041,16.56293,16.15935,15.88949,GALAXY,0.05608396,346,51693,325
19.04725,17.44143,16.76529,16.49137,16.34688,STAR,-9.675598E-05,3290,54941,510
19.3707,19.0501,18.6241,18.2154,18.03725,QSO,0.22998,1731,53884,540
19.25336,18.13935,17.63553,17.41957,17.3038,STAR,-0.0003954862,3290,54941,186
17.56604,16.58264,16.21593,16.04743,16.00874,STAR,0.0001721792,2531,54572,464
19.52824,18.02222,17.51135,17.18516,17.0105,GALAXY,0.04861944,2529,54585,181
17.94831,16.81627,16.49731,16.23653,16.11551,GALAXY,0.05553983,1568,53169,389
17.60832,15.90871,15.24866,14.98097,14.85662,STAR,-6.174858E-05,3426,54977,32
18.26134,16.26172,15.32396,14.87941,14.53585,GALAXY,0.03644602,1688,53462,266
17.86376,16.38602,15.61468,15.19197,14.85473,GALAXY,0.0248626,2207,53558,590
18.25883,16.88138,16.18351,15.77696,15.51306,GALAXY,0.05077545,2202,53566,594
18.73058,17.71324,17.4499,17.3839,17.35351,STAR,-0.0004924529,2178,54629,72
17.54332,15.52536,14.6426,14.18213,13.84423,GALAXY,0.04976406,2203,53915,416
18.9414,18.64433,18.55787,18.31192,18.31672,QSO,1.608626,1732,53501,341
18.99723,17.10755,16.35379,16.0771,15.93303,STAR,-3.26541E-05,2183,53536,336
17.96744,16.92159,16.42871,16.2627,16.20685,STAR,-0.0001272211,3290,54941,469
17.47915,16.25914,15.66771,15.39524,15.26544,STAR,-0.0004318209,2178,54629,48
18.71178,17.4186,17.46815,17.50943,17.54313,STAR,-0.0003213405,3426,54977,215
19.58517,18.27621,17.60311,17.23292,16.96309,GALAXY,0.0725696,2529,54585,516
19.47747,17.78577,16.99161,16.61337,16.33587,GALAXY,0.06178305,1823,53886,572
18.63855,16.75814,15.88419,15.46737,15.12963,GALAXY,0.05796709,2202,53566,560
17.78804,16.30922,15.80285,15.52598,15.30003,GALAXY,0.03512752,1569,53168,179
19.0872,18.89624,18.77658,18.42249,18.75964,GALAXY,0.03500195,1568,53169,324
18.78365,16.95607,16.01671,15.59323,15.28346,GALAXY,0.07408664,1731,53884,199
18.53045,17.09354,16.29489,15.84923,15.57071,GALAXY,0.1403769,1688,53462,577
18.69322,18.65566,18.66959,18.3126,18.1971,QSO,1.92821,5205,56040,136
19.16153,17.73066,17.01123,16.68751,16.52469,STAR,-0.0007971552,3290,54941,382
17.47649,16.34667,15.82476,15.58486,15.45683,STAR,5.648017E-05,2178,54629,546
18.04762,16.49107,15.89461,15.67697,15.59779,STAR,-0.0001957723,1687,53260,134
19.16705,17.43777,16.47794,16.01135,15.66035,GALAXY,0.1149633,1730,53498,37
18.77869,17.71289,17.47532,17.42252,17.43613,STAR,-8.235614E-06,2207,53558,231
19.4539,17.51692,16.54349,16.04865,15.65267,GALAXY,0.09064235,2208,53880,92
18.17345,16.59111,15.85225,15.3683,15.06103,GALAXY,0.0568043,1688,53462,310
18.32925,18.22603,18.58692,18.82092,19.09414,STAR,-6.648585E-06,4895,55708,954
18.02087,16.18131,15.25568,14.78436,14.42617,GALAXY,0.06205918,345,51690,514
19.59126,18.39696,17.61407,17.19276,16.91224,GALAXY,0.147296,2203,53915,317
18.42736,17.08447,16.58495,16.40273,16.32946,STAR,-0.0002482476,1687,53260,259
17.86922,16.77529,16.68038,16.68067,16.72059,STAR,-0.0006545195,2530,53881,243
18.60513,17.3926,17.00189,16.79515,17.36563,GALAXY,0.02834295,2203,53915,380
18.42566,17.42792,16.92403,16.62259,16.43065,GALAXY,0.05060486,2530,53881,487
18.80367,17.91579,17.64103,17.52981,17.47623,STAR,-0.0003522371,2207,53558,251
18.75304,17.35955,16.69357,16.40332,16.20326,STAR,-6.014551E-05,1569,53168,189
16.86049,15.73793,15.29851,15.10588,15.03389,STAR,-0.00057748,3290,54941,452
19.19874,18.93049,18.88476,19.0062,18.88164,QSO,0.8288788,1823,53886,524
18.0591,16.24673,15.3728,14.9575,14.62112,GALAXY,0.034895,2208,53880,142
19.18739,18.0741,17.58392,17.22191,17.068,GALAXY,0.06928001,345,51690,500
19.23998,17.56045,16.64229,16.20539,15.88092,GALAXY,0.09086649,2203,53915,343
19.55696,18.97533,18.52729,18.1106,17.95428,QSO,1.807377,2529,54585,205
19.47945,17.88658,17.17199,16.74997,16.39449,GALAXY,0.05875145,1730,53498,73
17.85801,16.00177,15.17418,14.76959,14.45698,GALAXY,0.03963415,1731,53884,246
19.57805,19.28475,18.77105,18.57723,18.24727,QSO,0.2658549,2529,54585,203
18.87489,19.20538,19.64005,19.9508,20.08968,STAR,-0.001140715,4178,55653,602
19.55057,18.58543,18.24884,18.10649,18.06823,STAR,-0.0001148395,2189,54624,95
18.00235,16.99912,16.59951,16.43028,16.37731,STAR,-4.378717E-05,3426,54977,190
19.28501,18.15597,17.6269,17.25953,17.06043,GALAXY,0.1011959,1730,53498,56
19.57402,18.12046,17.55337,17.3389,17.22211,STAR,-1.119126E-05,2180,54613,55
19.594,19.22645,19.11404,19.20106,19.03172,QSO,0.7579131,1569,53168,576
17.30798,16.42142,16.16281,16.04094,16.00537,STAR,-6.058981E-05,2178,54629,573
19.3219,18.06135,17.51593,17.29065,17.14622,STAR,-0.0003066897,2182,53905,64
19.47674,17.95767,17.43525,17.13497,17.04401,GALAXY,0.1019792,1730,53498,502
19.09018,17.71526,17.15402,16.9229,16.81299,STAR,-0.0001520788,3426,54977,511
18.609,17.59528,17.14993,16.87363,16.87432,GALAXY,0.05857996,1730,53498,93
17.7905,16.60599,16.59216,16.63943,16.71154,STAR,-0.0002820732,1687,53260,503
18.97711,17.83547,17.37365,17.13258,17.0965,STAR,-0.0008793102,3426,54977,174
19.24437,17.84476,17.15234,16.77283,16.56017,GALAXY,0.1179339,1415,52885,310
19.49358,18.38686,17.99731,17.87583,17.82025,STAR,-0.0002112087,3290,54941,419
18.32209,17.18002,16.74039,16.55979,16.49322,STAR,7.944619E-05,2178,54629,129
18.14822,17.13969,16.84011,16.67163,16.61036,STAR,-5.451086E-05,1687,53260,516
18.85929,16.86043,15.9817,15.55455,15.2247,GALAXY,0.05523988,1569,53168,438
18.24363,16.82049,16.17067,15.8818,15.73117,STAR,4.26374E-05,2178,54629,176
19.46898,18.45548,18.0829,17.94374,17.84541,STAR,-4.783594E-05,2530,53881,527
19.49535,18.49016,18.17982,18.00629,17.99166,STAR,-0.000395656,3298,54924,340
19.37158,18.1616,17.59524,17.28816,17.08536,GALAXY,0.03025491,345,51690,220
19.06339,17.46456,16.85865,16.6458,16.53884,STAR,0.0001566687,2182,53905,189
17.10744,15.80844,15.35157,15.12782,15.14388,STAR,-0.0001199406,2189,54624,535
18.21695,16.0978,15.10288,14.59204,14.23607,GALAXY,0.06615935,1687,53260,484
18.39855,17.36611,16.97267,16.81304,16.72967,STAR,-0.0009447582,2182,53905,296
19.57074,18.37819,17.53431,17.09958,16.83378,GALAXY,0.1680931,1693,53446,67
19.34386,17.79686,17.14431,16.88293,16.73898,STAR,-0.0005026127,2178,54629,180
19.1335,17.76042,16.98816,16.59411,16.30028,GALAXY,0.08052786,1730,53498,575
19.43212,18.21897,17.73792,17.39316,17.18368,GALAXY,0.08126467,1570,53149,88
17.98819,17.06849,16.73887,16.6067,16.58262,STAR,-0.0009856997,2202,53566,200
18.41795,16.3855,15.42238,14.96708,14.62531,GALAXY,0.07377164,1731,53884,349
19.05576,18.0694,17.74807,17.62243,17.57649,STAR,-0.0003701425,5004,55711,692
17.34761,16.30982,15.95244,15.80472,15.77447,STAR,-0.0002206272,2175,54612,61
16.7137,15.80152,15.50367,15.3941,15.35809,STAR,-0.000410729,2175,54612,15
19.49284,17.85688,17.23379,17.01348,16.92167,STAR,-0.0001601048,2182,53905,185
19.40715,18.08174,17.67143,17.28543,17.35277,STAR,-0.0006647002,1687,53260,426
18.61512,17.58819,17.20078,17.05188,17.01205,STAR,0.000160746,2182,53905,590
19.29489,17.74103,16.85918,16.35589,15.98836,GALAXY,0.06196762,1821,53167,636
19.49595,17.76805,16.74693,16.27571,15.91437,GALAXY,0.1009436,2949,54557,549
18.86552,17.00346,15.97136,15.44757,15.06868,GALAXY,0.09595564,594,52045,119
18.4154,16.41034,15.48308,15.01907,14.68173,GALAXY,0.05892611,1573,53226,147
17.75886,16.68561,16.28366,16.42248,16.09945,STAR,2.484085E-05,2197,53555,500
19.17368,17.62672,16.9707,16.69389,16.54091,STAR,-0.000246331,2303,54629,445
19.07009,17.9313,17.4258,17.19316,17.08511,STAR,-0.001108456,3289,54910,475
19.33431,17.81547,16.98541,16.57817,16.28974,GALAXY,0.1439345,1409,52824,230
18.82489,17.75954,17.44815,17.27002,17.19917,GALAXY,0.04771997,2521,54538,88
18.6223,17.44639,16.79568,16.43979,16.21685,GALAXY,0.07831959,2522,54570,295
19.23812,17.73541,16.90238,16.4326,16.07561,GALAXY,0.05973281,2196,53534,146
19.07131,17.93505,17.58617,17.3697,17.27695,GALAXY,0.05173815,1573,53226,152
19.43148,18.18243,17.69479,17.4158,17.22357,GALAXY,0.03938773,2967,54584,600
19.5548,17.75536,16.99421,16.64216,16.39277,GALAXY,0.03766108,2197,53555,263
18.81829,18.4241,18.12867,18.12762,18.07238,QSO,0.9271541,1574,53476,44
18.91795,17.17637,16.23539,15.78237,15.40147,GALAXY,0.03587222,4996,55720,922
16.92056,15.54362,14.92239,14.57224,14.35079,GALAXY,0.0408808,1573,53226,515
18.64286,17.33194,16.62545,16.1576,15.88196,GALAXY,0.08658938,2522,54570,284
18.95559,17.69194,17.01869,16.63519,16.38338,GALAXY,0.07046705,1727,53859,236
17.90451,16.67808,16.10595,15.81038,15.56484,GALAXY,0.03543846,2196,53534,534
19.23679,18.19261,17.59586,17.22832,17.01318,GALAXY,0.1194212,1853,53566,475
17.82258,16.74633,16.22264,15.92726,15.68562,GALAXY,0.03542036,2520,54584,194
18.40731,16.60255,15.7687,15.38815,15.05838,GALAXY,0.03432567,2197,53555,434
18.95912,17.55232,16.98175,16.74998,16.61627,STAR,0.0001121107,3289,54910,166
19.40063,17.85564,17.04937,16.5937,16.26928,GALAXY,0.08717156,2206,53795,521
19.35472,18.08191,17.60459,17.29227,17.13221,GALAXY,0.07208514,1727,53859,417
19.04334,17.92638,17.3584,17.02892,16.74184,GALAXY,0.04320092,2196,53534,175
18.15901,17.07785,16.70308,16.45061,16.33906,GALAXY,0.04033014,1686,53472,86
18.28133,17.11575,17.33012,17.50548,17.61234,STAR,-0.0005499343,3289,54910,468
19.44242,17.88016,17.09794,16.73485,16.45258,GALAXY,0.03655211,2196,53534,169
17.08248,15.78454,15.80155,15.84356,15.86715,STAR,-0.001215074,2253,54551,305
18.95189,17.17808,16.39695,15.94501,15.61116,GALAXY,0.03655736,2200,53875,446
18.28411,17.11058,16.59706,16.28946,16.11558,GALAXY,0.03146136,1853,53566,469
17.76807,16.53994,15.93788,15.60609,15.34987,GALAXY,0.03674461,2197,53555,297
19.22223,17.34356,16.53617,16.13239,15.81449,GALAXY,0.03258198,2199,53556,154
19.5663,19.39597,19.16262,19.20031,18.99539,QSO,0.9198108,2949,54557,525
19.49262,18.1723,17.83788,17.6988,17.65961,STAR,-0.0004795159,342,51691,406
16.9008,14.89168,13.91222,13.41972,13.03374,GALAXY,0.03878183,2968,54585,343
19.37966,17.80101,17.13255,16.79247,16.59085,GALAXY,0.06440048,1657,53520,6
19.25631,18.16718,17.44145,17.03278,16.80009,GALAXY,0.1277616,2519,54570,631
18.23678,17.27791,16.90707,16.75424,16.70159,STAR,-0.0001801644,4184,55450,578
16.76998,14.90412,14.06986,13.64823,13.36381,GALAXY,0.04253459,2521,54538,491
18.73524,18.59113,18.38785,18.32034,18.33136,QSO,1.184574,1727,53859,464
17.25093,15.43377,14.55307,14.1184,13.73971,GALAXY,0.0353544,2521,54538,158
19.3549,18.04074,17.25569,16.84315,16.58442,GALAXY,0.1489618,2519,54570,35
19.34581,17.88142,17.10415,16.6232,16.30786,GALAXY,0.1004624,2949,54557,473
19.19255,17.40233,16.41718,15.90541,15.49785,GALAXY,0.09662054,2205,53793,99
17.65871,15.64164,14.75368,14.28688,13.91602,GALAXY,0.03353182,2200,53875,311
18.46176,16.4316,15.49081,15.04619,14.70484,GALAXY,0.06494407,1409,52824,472
17.83201,17.65773,17.37564,17.33789,17.39546,QSO,1.202852,3924,55332,297
16.90942,14.98855,14.11982,13.70214,13.3988,GALAXY,0.03367431,2522,54570,369
16.64052,15.67803,15.43011,15.32581,15.29853,STAR,-0.0002763176,2253,54551,64
18.21417,17.25775,16.7497,16.37184,16.09071,GALAXY,0.03522891,2197,53555,345
19.4027,17.99046,17.29587,16.89463,16.61106,GALAXY,0.09931549,2519,54570,64
19.11799,18.14614,17.76623,17.5961,17.54217,STAR,-0.0007617332,2948,54553,204
18.95764,17.15574,16.34412,15.95132,15.64879,GALAXY,0.03413191,2197,53555,383
19.04322,17.6024,16.71859,16.25238,15.92468,GALAXY,0.1369615,1686,53472,99
17.19595,15.44634,14.66257,14.2776,13.95589,GALAXY,0.03459416,2519,54570,13
19.25718,17.46065,16.37177,15.87361,15.50904,GALAXY,0.1445971,1409,52824,473
18.11835,16.27897,15.55462,15.30189,15.1807,STAR,-1.57749E-05,2521,54538,242
17.2156,14.80237,14.05949,15.95294,13.96465,GALAXY,0.1672216,2955,54562,591
18.58524,17.22486,16.74253,16.55862,16.46533,STAR,-0.0001381597,2974,54592,346
19.35287,18.16688,17.37482,16.94999,16.66425,GALAXY,0.1706083,2205,53793,138
16.93732,15.32959,14.52588,14.14979,13.9416,STAR,-0.000419467,2303,54629,243
19.5828,19.16261,19.30669,19.21669,18.98532,QSO,0.7024726,3922,55333,820
19.17719,18.08679,18.31105,18.48621,18.6083,STAR,3.402779E-05,2206,53795,292
19.54662,19.37456,19.20012,19.02851,18.73086,QSO,2.085532,2949,54557,270
18.54289,17.32654,16.88881,16.72008,16.58791,STAR,-0.0001482056,2303,54629,484
18.71435,17.57166,17.06859,16.73185,16.57128,GALAXY,0.07979588,976,52413,29
18.6556,17.13939,16.35246,15.84694,15.56762,GALAXY,0.06708618,1686,53472,74
19.54258,18.3274,17.4611,17.08806,16.84764,GALAXY,0.07452877,1726,53137,193
18.40785,16.96273,16.39113,16.02684,15.83581,GALAXY,0.06583648,1408,52822,14
18.95809,17.03811,16.12797,15.68576,15.31414,GALAXY,0.04221095,2950,54559,187
18.03543,16.43438,15.65247,15.24715,14.91613,GALAXY,0.03769757,2199,53556,212
18.25566,16.99849,16.36259,15.95286,15.7191,GALAXY,0.07680406,2948,54553,105
18.90238,18.05972,17.67145,17.46648,17.43248,GALAXY,0.04073309,2520,54584,545
19.55027,18.39537,18.53892,18.70964,18.85236,STAR,0.0001600455,2262,54623,173
19.02488,18.00914,17.53333,17.37998,17.24537,STAR,-0.000284341,2303,54629,566
19.24224,18.05108,17.66694,17.4107,17.29344,GALAXY,0.03647989,976,52413,127
18.26829,17.12576,16.64149,16.41656,16.31907,STAR,-0.000354829,2253,54551,274
19.52712,18.23119,17.32534,16.86664,16.64338,GALAXY,0.1941603,975,52411,622
19.13982,17.86606,17.39154,17.15206,17.13863,STAR,-0.0002180258,976,52413,293
19.13933,18.03936,17.71041,17.51052,17.3838,GALAXY,0.03075737,975,52411,543
19.27911,17.79683,17.14248,16.7538,16.56287,GALAXY,0.03252723,2948,54553,131
19.49886,18.31054,17.76679,17.41484,17.19963,GALAXY,0.09731112,975,52411,368
19.45028,18.34554,17.77406,17.45214,17.19121,GALAXY,0.06718924,1574,53476,141
18.49341,16.71829,15.87997,15.49332,15.15796,GALAXY,0.06817083,1836,54567,625
18.46498,16.40768,15.45085,14.99051,14.64726,GALAXY,0.06835005,1574,53476,613
17.12603,15.85847,16.00741,16.13631,16.19418,STAR,-0.0002283885,3289,54910,391
18.57935,17.18155,16.56662,16.16037,15.90744,GALAXY,0.06878749,1408,52822,81
17.83964,16.85322,16.46599,16.29492,16.22147,STAR,-0.0004073023,926,52413,545
18.63854,17.64221,17.36024,17.24837,17.25291,STAR,-0.0007420614,10909,58280,73
19.06627,18.09338,17.88205,17.6418,17.33609,QSO,2.650901,4190,55686,510
18.79912,17.21848,16.52582,16.16777,15.88432,GALAXY,0.03714205,1658,53240,65
18.27009,17.26732,16.88583,16.71575,16.67098,STAR,0.0001643862,4808,55705,568
18.83765,17.68837,17.09011,16.67587,16.49611,GALAXY,0.1145969,1837,53494,347
19.02253,17.93544,17.20582,16.79831,16.60527,GALAXY,0,2201,53904,270
17.65923,16.54118,16.03516,15.75725,15.56487,GALAXY,0.02883876,978,52441,11
19.29612,18.05725,17.63709,17.37534,17.21671,GALAXY,0.03573292,2970,54589,395
19.32434,17.89262,17.32612,17.10395,16.98458,STAR,-0.0001483449,2177,54557,514
19.00169,17.96283,17.57815,17.51726,17.50364,STAR,0.0001082547,1423,53167,72
19.29757,17.20301,16.23849,15.80513,15.44891,GALAXY,0.09914935,1691,53260,168
17.74451,16.60576,16.112,15.8889,15.78515,STAR,-0.0004622789,2177,54557,567
19.58026,18.72184,18.45196,18.33327,18.24391,STAR,3.207943E-05,2188,54595,186
16.79632,15.72273,15.57959,15.54725,15.57988,STAR,-5.305212E-06,2177,54557,290
18.73613,17.77532,17.66042,18.6977,18.89155,STAR,-5.303619E-05,2974,54592,109
19.24615,17.82614,17.12159,16.71893,16.42668,GALAXY,0.0943165,2970,54589,407
18.59982,16.8773,15.94435,15.47241,15.16107,GALAXY,0.1034473,2974,54592,80
18.68769,17.52908,17.53346,17.57902,17.64508,STAR,-0.0007699662,1414,53135,326
16.77676,15.52662,15.08854,14.93115,14.8881,STAR,2.661108E-05,2808,54524,108
17.81045,16.22742,15.42207,15.01197,14.6932,GALAXY,0.0338238,1691,53260,634
16.82507,15.90591,15.59351,15.46583,15.42945,STAR,-0.0005954729,2177,54557,276
18.29808,17.32734,16.95294,16.80971,16.7354,STAR,-0.0003807421,595,52023,249
19.51248,19.40759,19.33805,19.1231,18.98642,QSO,1.893321,1692,53473,403
19.39457,19.07035,18.71568,18.6861,18.76944,QSO,1.036016,1571,53174,368
16.59346,15.3224,15.27771,15.2561,15.28464,STAR,0.0001716903,2968,54585,621
19.11561,17.19918,16.25249,15.85119,15.4945,GALAXY,0.08933973,2525,54569,457
19.20275,18.66007,17.86133,17.74062,17.81796,QSO,1.630707,2177,54557,460
19.4509,19.39651,19.27685,18.98535,18.8931,QSO,1.887574,1414,53135,344
18.14621,16.92619,16.3273,16.01283,15.77827,GALAXY,0.03364281,1854,53566,393
19.09737,17.22199,16.3758,15.96019,15.61515,GALAXY,0.0407876,2524,54568,109
19.48966,17.98552,17.21053,16.77234,16.54014,GALAXY,0.08819519,2201,53904,344
19.54329,19.11089,18.98744,18.87481,18.71331,QSO,0.7363476,343,51692,409
19.55924,17.67942,16.735,16.30419,15.94397,GALAXY,0.06210729,1822,53172,133
17.06992,15.72026,15.05234,14.67328,14.36341,GALAXY,0.04611907,2197,53555,32
17.19135,16.36656,16.03841,15.80558,15.65652,GALAXY,0.03502389,2969,54586,407
18.0833,18.01525,17.77389,17.46724,17.40581,QSO,0.2428204,2201,53904,366
18.16013,16.41732,15.59004,15.17113,14.85619,GALAXY,0.03725469,1692,53473,529
19.14591,17.56474,17.18979,17.06536,17.02413,GALAXY,0.03510851,1658,53240,138
17.15719,15.8488,15.74907,15.75271,15.83403,STAR,0.0004131159,1658,53240,201
18.71569,17.52935,17.58693,17.65748,17.76741,STAR,-0.0001912218,2522,54570,20
17.84971,16.92701,16.5758,16.42353,16.36413,STAR,-0.0009277148,2969,54586,457
18.53923,18.09892,17.80274,17.63391,17.45039,QSO,2.268163,978,52441,254
19.36903,17.36275,16.34576,15.88823,15.5081,GALAXY,0.1034381,2197,53555,634
18.17095,17.79397,18.07936,18.32463,18.60636,STAR,-5.670008E-05,978,52441,113
17.67981,16.16603,15.4336,15.02561,14.73868,GALAXY,0.03548511,2522,54570,66
17.59755,16.04312,15.40367,15.0391,14.77292,GALAXY,0.03749995,2524,54568,586
19.23499,17.81809,17.25644,17.0472,16.9317,STAR,6.015187E-06,2177,54557,408
19.04045,17.40805,16.55018,16.08456,15.73494,GALAXY,0.07128303,1728,53228,401
17.40365,16.36527,16.00224,15.86464,15.82541,STAR,-0.0006019425,1690,53475,40
17.54261,16.29838,16.21108,16.20626,16.18118,STAR,0.0003130092,2951,54592,445
18.22046,16.75187,16.3865,16.13852,15.99932,GALAXY,0.03700299,2969,54586,416
18.52983,17.08985,16.36274,15.95819,15.68159,GALAXY,0.07186297,1728,53228,362
19.27603,18.16064,17.72421,17.48183,17.48501,GALAXY,0.03337104,2524,54568,173
19.15078,17.12797,16.09564,15.6033,15.25241,GALAXY,0.1025142,2206,53795,109
18.76583,16.81788,15.83539,15.33484,14.97511,GALAXY,0.07990569,2974,54592,276
18.00834,16.84051,16.37352,16.08436,15.91266,GALAXY,0.03826426,1571,53174,382
17.88917,16.30949,15.69405,15.36727,15.12496,GALAXY,0.0295987,978,52441,150
18.33872,17.10927,16.57392,16.26782,16.05297,GALAXY,0.04504507,1423,53167,317
18.35358,17.0372,16.39603,16.00621,15.76411,GALAXY,0.091849,1854,53566,330
19.01057,17.51363,16.75071,16.33195,16.02424,GALAXY,0.04299434,2197,53555,629
19.07817,17.60122,16.84234,16.36071,16.06588,GALAXY,0.08069476,978,52441,265
18.97566,18.78236,18.44711,18.41577,18.44383,QSO,1.104631,1727,53859,582
18.57507,17.21827,16.65288,16.40566,16.27703,STAR,-0.0002771433,3289,54910,11
18.13213,17.24901,16.91045,16.65991,16.51564,GALAXY,0.04204565,343,51692,293
19.44977,17.993,17.23111,16.81744,16.5305,GALAXY,0.1027414,2968,54585,541
19.35262,17.46611,16.48178,16.06297,15.74962,GALAXY,0.1033545,2197,53555,68
17.23722,16.27154,15.95883,15.86737,15.65832,GALAXY,0.01035311,1854,53566,334
17.6328,16.38482,16.55204,16.70238,16.79043,STAR,-0.0001024708,343,51692,326
19.01577,17.67141,17.08247,16.82977,16.69234,STAR,6.163452E-05,3289,54910,66
